,id,case_number,date,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,latitude,longitude,GEOID
235520,12982735,JG152409,2023-02-14T12:29:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1115,11,28.0,26,18,2023,41.87886043,-87.726470068,17031260700
235525,12982952,JG152519,2023-02-14T12:13:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,434,4,10.0,51,18,2023,41.707756212,-87.580708771,17031838800
235567,12982698,JG152295,2023-02-14T11:23:00.000,2026,NARCOTICS,POSSESS - PCP,STREET,False,False,1533,15,28.0,25,18,2023,41.876581037,-87.745137513,17031252202
235612,12982743,JG152244,2023-02-14T10:15:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.902738782,-87.718346215,17031231200
235842,12983021,JG152800,2023-02-14T00:00:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1133,11,24.0,27,18,2023,41.871729561,-87.71848567,17031270500
235866,12982299,JG151824,2023-02-13T23:19:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),GAS STATION,True,False,1531,15,37.0,25,18,2023,41.894945606,-87.754874977,17031251100
235882,12982321,JG151894,2023-02-13T22:54:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,621,6,17.0,71,18,2023,41.75323364,-87.6489632,17031710200
235921,12982257,JG151757,2023-02-13T21:11:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1634,16,31.0,15,18,2023,41.94511705,-87.747036936,17031151002
235933,12982189,JG151753,2023-02-13T20:58:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.896328862,-87.720001808,17031231200
235934,12982255,JG151769,2023-02-13T20:58:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,213,2,3.0,38,18,2023,41.819175168,-87.627933805,17031380600
235936,12982246,JG151765,2023-02-13T20:54:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1233,12,25.0,31,18,2023,41.857889308,-87.660545869,17031310600
236152,12980240,JG149457,2023-02-12T00:10:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1831,18,42.0,8,18,2023,41.891168653,-87.628049415,17031081500
236193,12980211,JG149398,2023-02-11T23:30:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,932,9,15.0,63,18,2023,41.799887594,-87.683631075,17031630600
236225,12980197,JG149384,2023-02-11T22:42:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,622,6,21.0,71,18,2023,41.74099774,-87.638606337,17031710900
236293,12980116,JG149293,2023-02-11T20:43:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1032,10,22.0,30,18,2023,41.833021225,-87.704699715,17031843500
236334,12980097,JG149270,2023-02-11T19:44:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,CTA TRAIN,True,False,113,1,42.0,32,18,2023,41.878638996,-87.627691486,17031839100
236351,12980119,JG149244,2023-02-11T19:22:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,True,False,722,7,20.0,68,18,2023,41.778099133,-87.633828531,17031680900
236410,12979977,JG149135,2023-02-11T17:40:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.901924345,-87.718971153,17031231200
236422,12979933,JG149134,2023-02-11T17:07:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,True,False,612,6,21.0,71,18,2023,41.746894899,-87.650910407,17031710800
236523,12979872,JG148991,2023-02-11T14:44:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1912,19,47.0,4,18,2023,41.961502072,-87.675498692,17031050100
236560,12979792,JG148867,2023-02-11T13:23:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1135,11,28.0,27,18,2023,41.873807522,-87.69445629,17031837400
236561,12979834,JG148875,2023-02-11T13:22:00.000,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,ALLEY,True,False,1112,11,27.0,23,18,2023,41.901924345,-87.718971153,17031231200
236582,12979801,JG148838,2023-02-11T12:50:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,2024,20,48.0,3,18,2023,41.974145845,-87.656355981,17031031200
236596,12979737,JG148780,2023-02-11T12:30:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),ALLEY,True,False,1135,11,28.0,27,18,2023,41.873763257,-87.699343804,17031837000
236629,12979701,JG148784,2023-02-11T11:54:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1122,11,28.0,26,18,2023,41.879808145,-87.721992182,17031260800
236650,12979679,JG148689,2023-02-11T10:56:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,CTA PLATFORM,True,False,1834,18,42.0,8,18,2023,41.891404732,-87.628061509,17031081500
236655,12979639,JG148707,2023-02-11T10:38:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,CTA TRAIN,True,False,123,1,4.0,32,18,2023,41.867428687,-87.626342565,17031330102
236667,12979614,JG148668,2023-02-11T10:05:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,True,False,1133,11,24.0,27,18,2023,41.873613353,-87.712086162,17031271400
236734,12979485,JG148474,2023-02-11T06:28:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,False,False,2533,25,37.0,25,18,2023,41.90238193,-87.744504049,17031831300
236765,12979578,JG148626,2023-02-11T04:35:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,1533,15,28.0,25,18,2023,41.881803906,-87.7463198,17031251800
236796,12979385,JG148386,2023-02-11T03:00:00.000,2022,NARCOTICS,POSSESS - COCAINE,JAIL / LOCK-UP FACILITY,True,False,2011,20,40.0,4,18,2023,41.979738594,-87.692710749,17031040202
236865,12979313,JG148317,2023-02-11T00:36:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,832,8,17.0,66,18,2023,41.767692578,-87.683325521,17031660900
236918,12979297,JG148277,2023-02-10T23:26:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1822,18,27.0,8,18,2023,41.903524549,-87.656081313,17031842200
236923,12979274,JG148264,2023-02-10T23:15:00.000,2018,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,SIDEWALK,True,False,2535,25,26.0,23,18,2023,41.90630969,-87.723098642,17031230700
236948,12979278,JG148229,2023-02-10T22:27:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.864394474,-87.721111105,17031838700
236955,12979262,JG148225,2023-02-10T22:05:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1712,17,33.0,14,18,2023,41.970676266,-87.717097429,17031140200
236980,12979227,JG148179,2023-02-10T21:15:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,MOVIE HOUSE / THEATER,True,False,1822,18,27.0,8,18,2023,41.90885825,-87.646656908,17031842200
237002,12974440,JG142661,2023-02-06T11:30:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896068297,-87.713892414,17031836600
237003,12974477,JG142593,2023-02-06T11:28:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,RESTAURANT,True,False,1414,14,32.0,22,18,2023,41.927082839,-87.704159294,17031220500
237006,12974451,JG142589,2023-02-06T11:20:00.000,2016,NARCOTICS,MANUFACTURE / DELIVER - PCP,STREET,False,False,1131,11,24.0,25,18,2023,41.874125315,-87.743606877,17031252202
237007,12974456,JG142609,2023-02-06T11:18:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1221,12,27.0,23,18,2023,41.890865773,-87.706409952,17031836700
237028,12974749,JG142588,2023-02-06T10:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,1135,11,28.0,28,18,2023,41.871606927,-87.686176703,17031282700
237035,12975107,JG143387,2023-02-06T10:22:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,321,3,5.0,42,18,2023,41.774029105,-87.603353065,17031420800
237081,12974293,JG142372,2023-02-06T08:45:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,CTA PLATFORM,True,False,1834,18,42.0,8,18,2023,41.891404732,-87.628061509,17031081500
237107,12974219,JG142327,2023-02-06T07:30:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.901524638,-87.720176161,17031231200
237231,12974104,JG142124,2023-02-06T00:01:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,False,False,1131,11,24.0,26,18,2023,41.871406872,-87.732701517,17031261000
237304,12974031,JG142048,2023-02-05T21:50:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1614,16,41.0,10,18,2023,41.978059147,-87.835500376,17031100500
237315,12974030,JG142058,2023-02-05T21:23:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,2413,24,50.0,2,18,2023,41.99682993,-87.689853841,17031020802
237337,12974044,JG142033,2023-02-05T20:42:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,False,False,1115,11,28.0,26,18,2023,41.877904298,-87.731469321,17031260600
237402,12973879,JG141940,2023-02-05T18:57:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,True,False,1112,11,27.0,23,18,2023,41.89770397,-87.72004742,17031231200
237411,12973863,JG141928,2023-02-05T18:35:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1523,15,37.0,25,18,2023,41.886660081,-87.755291267,17031251800
237472,12974029,JG141876,2023-02-05T17:00:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,False,False,2422,24,49.0,1,18,2023,42.019380992,-87.672352164,17031010100
237539,12973615,JG141643,2023-02-05T14:20:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,833,8,13.0,65,18,2023,41.773213494,-87.721183448,17031650302
237596,12973590,JG141520,2023-02-05T12:13:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,2533,25,37.0,25,18,2023,41.908683076,-87.755926567,17031250700
237597,12973552,JG141504,2023-02-05T12:11:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.865713975,-87.7251516,17031838700
237623,12973539,JG141479,2023-02-05T11:49:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.866184447,-87.724343127,17031843000
237636,13053324,JG141466,2023-02-05T11:23:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,1114,11,28.0,26,18,2023,41.885490531,-87.726469758,17031260200
237644,12973497,JG141407,2023-02-05T11:00:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,True,False,1123,11,28.0,27,18,2023,41.884682932,-87.711953228,17031836800
237649,12973553,JG141430,2023-02-05T10:55:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,True,False,1112,11,27.0,23,18,2023,41.897742407,-87.720050726,17031231200
237650,12973521,JG141411,2023-02-05T10:50:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.890865773,-87.706409952,17031836700
237652,12973703,JG141465,2023-02-05T10:35:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1533,15,28.0,25,18,2023,41.880815147,-87.75263391,17031251800
237705,12973524,JG141349,2023-02-05T07:34:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24.0,27,18,2023,41.873699424,-87.704705156,17031837300
237721,12973381,JG141235,2023-02-05T06:27:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING / RETIREMENT HOME,True,False,1533,15,28.0,25,18,2023,41.876670128,-87.754026367,17031252201
237791,12973257,JG141173,2023-02-05T02:39:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,1911,19,40.0,4,18,2023,41.967648053,-87.693769564,17031040700
237846,12973201,JG141090,2023-02-05T01:01:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1011,10,24.0,29,18,2023,41.866130518,-87.728158115,17031843000
237858,12973153,JG141065,2023-02-05T00:25:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,832,8,18.0,66,18,2023,41.764633375,-87.687340798,17031660900
237907,12973150,JG141034,2023-02-04T23:24:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,832,8,16.0,66,18,2023,41.774977636,-87.682170473,17031660700
237926,12973137,JG141002,2023-02-04T22:55:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,True,False,2422,24,49.0,1,18,2023,42.019382941,-87.672690712,17031010202
237967,12973035,JG140915,2023-02-04T21:25:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1821,18,2.0,8,18,2023,41.903864889,-87.633662323,17031081000
237999,12973067,JG140902,2023-02-04T20:36:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1623,16,45.0,11,18,2023,41.972315734,-87.768543006,17031110400
238034,12973066,JG140874,2023-02-04T19:53:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,624,6,6.0,69,18,2023,41.751254843,-87.606920408,17031440201
238218,12972713,JG140525,2023-02-04T14:45:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.902741094,-87.718265379,17031230700
238224,12972694,JG140526,2023-02-04T14:37:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1822,18,27.0,8,18,2023,41.903113054,-87.643199348,17031842200
238225,12972801,JG140569,2023-02-04T14:36:00.000,1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,STREET,False,False,333,3,5.0,43,18,2023,41.765254273,-87.579351703,17031430500
238265,12972742,JG140503,2023-02-04T13:24:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,621,6,17.0,71,18,2023,41.757156052,-87.645421387,17031710200
238296,12972646,JG140387,2023-02-04T12:30:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,513,5,34.0,49,18,2023,41.69298761,-87.630321138,17031491000
238350,12972545,JG140280,2023-02-04T10:58:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1022,10,24.0,30,18,2023,41.852478476,-87.705276368,17031841700
238354,12972560,JG140281,2023-02-04T10:49:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1132,11,24.0,29,18,2023,41.866182559,-87.724504682,17031843000
238393,12972637,JG140259,2023-02-04T09:00:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.901879396,-87.717752034,17031231200
238487,12972350,JG140086,2023-02-04T02:46:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,831,8,18.0,66,18,2023,41.764612111,-87.688440661,17031661000
238513,12972404,JG140130,2023-02-04T01:56:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1115,11,28.0,26,18,2023,41.880712231,-87.726882186,17031260200
238621,12972292,JG139963,2023-02-03T22:39:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1421,14,1.0,22,18,2023,41.91508634,-87.706900442,17031222600
238622,12972286,JG139971,2023-02-03T22:38:00.000,2022,NARCOTICS,POSSESS - COCAINE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,831,8,17.0,66,18,2023,41.772934041,-87.702999205,17031660500
238629,12972318,JG139959,2023-02-03T22:28:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,735,7,17.0,67,18,2023,41.763978475,-87.673510248,17031672000
238631,12972275,JG139960,2023-02-03T22:20:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1634,16,31.0,15,18,2023,41.945162598,-87.755479897,17031151001
238657,12972258,JG139927,2023-02-03T21:39:00.000,2027,NARCOTICS,POSSESS - CRACK,PARK PROPERTY,True,False,934,9,20.0,61,18,2023,41.79502442,-87.659755184,17031611900
238669,12972263,JG139926,2023-02-03T21:04:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,ALLEY,True,False,1423,14,1.0,24,18,2023,41.909409202,-87.689656156,17031241100
238754,12977896,JG146490,2023-02-03T19:00:00.000,1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,MOVIE HOUSE / THEATER,False,False,1934,19,44.0,6,18,2023,41.939213087,-87.639517002,17031063200
238769,12972096,JG139773,2023-02-03T18:16:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1122,11,28.0,26,18,2023,41.880743391,-87.724472972,17031260100
238823,12972027,JG139722,2023-02-03T16:52:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,634,6,21.0,49,18,2023,41.7223745,-87.625066721,17031834000
238913,12971829,JG139475,2023-02-03T14:16:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,ALLEY,True,False,1112,11,37.0,23,18,2023,41.901388601,-87.72504093,17031231200
238915,12971808,JG139434,2023-02-03T14:08:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1533,15,28.0,25,18,2023,41.880401861,-87.752850634,17031251800
238917,12983845,JG153930,2023-02-03T14:00:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,RESIDENCE,True,True,1613,16,41.0,10,18,2023,41.969104986,-87.804847017,17031100700
238931,13067084,JG139951,2023-02-03T13:41:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
238942,13062119,JG139565,2023-02-03T13:20:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
238969,13062113,JG139403,2023-02-03T12:08:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
238998,12971756,JG139253,2023-02-03T11:20:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1532,15,28.0,25,18,2023,41.884737409,-87.75277834,17031251800
239014,12971636,JG139174,2023-02-03T10:59:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1022,10,24.0,30,18,2023,41.85177445,-87.704501445,17031300900
239015,12971647,JG139179,2023-02-03T10:56:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1132,11,24.0,29,18,2023,41.866182365,-87.724467971,17031843000
239017,12971637,JG139158,2023-02-03T10:54:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1021,10,24.0,29,18,2023,41.862056515,-87.71042125,17031841500
239023,12971714,JG139295,2023-02-03T10:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.896087525,-87.713895902,17031231100
239090,12971515,JG139009,2023-02-03T07:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VACANT LOT / LAND,True,False,1112,11,27.0,23,18,2023,41.90165363,-87.7201786,17031231200
239233,12971370,JG138846,2023-02-02T22:53:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1723,17,35.0,14,18,2023,41.962012411,-87.727854654,17031140601
239268,12971341,JG138791,2023-02-02T21:11:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1624,16,38.0,15,18,2023,41.956695121,-87.77742365,17031150502
239270,12971322,JG138811,2023-02-02T21:09:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA PLATFORM,True,False,113,1,42.0,32,18,2023,41.878638996,-87.627691486,17031839100
239291,12971365,JG138804,2023-02-02T20:32:00.000,2011,NARCOTICS,MANUFACTURE / DELIVER - BARBITURATES,STREET,True,False,1133,11,24.0,27,18,2023,41.872715337,-87.711459659,17031271500
239316,12971334,JG138722,2023-02-02T19:58:00.000,2022,NARCOTICS,POSSESS - COCAINE,VEHICLE NON-COMMERCIAL,True,False,723,7,6.0,68,18,2023,41.773054421,-87.644613656,17031681000
239319,12971306,JG138746,2023-02-02T19:51:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,933,9,20.0,61,18,2023,41.802636573,-87.658736542,17031612200
239395,12970999,JG138586,2023-02-02T17:51:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1115,11,28.0,26,18,2023,41.878861855,-87.726220357,17031260700
239428,12970983,JG138520,2023-02-02T16:50:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1112,11,27.0,23,18,2023,41.896383763,-87.720004956,17031231200
239495,12970872,JG138334,2023-02-02T15:04:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1021,10,24.0,29,18,2023,41.861681608,-87.71162899,17031291200
239532,12970832,JG138283,2023-02-02T14:13:00.000,2027,NARCOTICS,POSSESS - CRACK,CTA BUS STOP,True,False,1134,11,24.0,29,18,2023,41.86641507,-87.705004143,17031838600
239571,12970961,JG138292,2023-02-02T13:16:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,832,8,16.0,66,18,2023,41.774719093,-87.683522203,17031660800
239604,12970755,JG138117,2023-02-02T12:05:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1524,15,37.0,25,18,2023,41.893913117,-87.763526601,17031251500
239605,12970719,JG138133,2023-02-02T12:04:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1134,11,28.0,29,18,2023,41.867436116,-87.702035022,17031838600
239606,12970881,JG138166,2023-02-02T12:00:00.000,2026,NARCOTICS,POSSESS - PCP,STREET,True,False,1131,11,24.0,26,18,2023,41.8715135,-87.738424549,17031261000
239652,12970677,JG138063,2023-02-02T10:48:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1021,10,24.0,29,18,2023,41.863751587,-87.709248382,17031841500
239661,12970601,JG138001,2023-02-02T10:21:00.000,2026,NARCOTICS,POSSESS - PCP,ALLEY,True,False,1135,11,28.0,29,18,2023,41.866477165,-87.698828386,17031843100
239663,12971528,JG138083,2023-02-02T10:20:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,SCHOOL - PUBLIC GROUNDS,True,False,1533,15,29.0,25,18,2023,41.872963554,-87.753663295,17031252201
239664,12971351,JG138817,2023-02-02T10:08:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1732,17,30.0,21,18,2023,41.946391421,-87.726120428,17031160900
239665,12970745,JG137990,2023-02-02T10:05:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1121,11,27.0,23,18,2023,41.896433122,-87.710818236,17031836600
